,Nome,Parte edibile,Acqua,Energia,Energia.1,Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Lipidi saturi,Acido oleico,Monoinsaturi totali,Acido linoleico,Acido linolenico,Altri polinsaturi,Polinsaturi totali,Colesterolo,Glucidi dispon.,Amido,Glucidi solubili,Fibra alimentare ,Alcool,Fe,Ca,Na,K,P,Zn,B1,B2,Niacina,Vit. C,Vit. B6,Acido Folico,Retinolo equivalenti,Vit. A,b-carotene,Vit. E,Vit. D,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
287,INDIVIA,69,93,16,67,"0,9",0,"0,9","0,3",0,"0,3","0,07","0,01","0,01","0,11","0,02",0,"0,13",0,"2,7",0,"2,7","1,6",0,"1,7",93,10,380,31,"0,4","0,05","0,3","0,5",35,"0,02",156,213,0,1278,"0,57",0,,,,
288,INSALATA DI RISO,100,"65,2",187,782,"5,9","4,2","1,7","11,5","4,5",7,"2,75","4,41","4,62","3,26","0,09","0,06","3,46",34,"16,1","15,1",1,"1,3",0,"0,8",79,430,121,100,"1,3","0,05","0,09","0,8",2,"0,07",10,23,18,34,"2,85","0,11",,,,
289,IRISH MOSS,100,"81,3",8,33,"1,5",0,"1,5","0,2",0,"0,2","0,04","0,01","0,02",0,0,"0,06","0,07",0,0,0,0,"12,3",0,"8,9",72,67,63,160,"1,9","0,01","0,47","0,6",3,"0,07",182,12,0,72,"0,87",0,,,,
290,ITALICO,100,"38,9",374,1565,"25,4","25,4",0,"30,2","30,2",0,"14,67","7,89","8,56","0,26","0,31",0,"0,57",90,"0,1",0,"0,1",0,0,"0,6",604,630,111,480,"2,5","0,07","0,3","0,3",0,"0,09",40,248,217,186,"0,7","0,24",,,,
291,CACHI MELA,97,82,65,272,"0,6",0,"0,6","0,3",0,"0,3","0,03","0,06","0,06","0,06","0,01",0,"0,07",0,16,0,16,"2,5",0,"0,3",8,4,170,16,"0,1","0,02","0,03","0,3",23,"0,1",8,237,0,1422,"0,59",0,,,,
292,KIWI,87,"84,6",44,184,"1,2",0,"1,2","0,6",0,"0,6","0,04","0,05","0,05","0,28","0,05",0,"0,33",0,9,0,9,"2,6",0,"0,5",25,5,400,70,"0,1","0,02","0,05","0,4",85,"0,15",38,6,0,37,"1,12",0,,,,
293,ALGA KOMBU,100,"12,7",43,180,"7,1",0,"7,1","1,6",0,"1,6","0,71","0,25","0,28","0,06","0,01","0,07","0,13",0,0,0,0,"58,7",0,"12,7",900,1830,450,210,"6,2","0,07","0,26","2,1",13,"0,01",180,57,0,340,"0,87",0,,,,
294,LAMPONI,100,"84,6",34,142,1,0,1,"0,6",0,"0,6","0,02","0,05","0,06","0,23","0,11",0,"0,34",0,"6,5",0,"6,5","7,4",0,1,49,3,220,52,"0,4","0,05","0,02","0,5",25,"0,07",39,13,0,78,"0,57",0,,,,
295,LARDO,100,1,891,3728,0,0,0,99,99,0,"34,12","33,63","37,13","25,83","2,94",0,"28,77",95,0,0,0,0,0,"0,1",1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,,,,
296,LATTE DI BUFALA,100,82,102,427,"4,4","4,4",0,"7,3","7,3",0,"4,86","1,66","1,89","0,07","0,08",0,"0,15",19,"5,1",0,"5,1",0,0,"0,2",160,52,178,117,"0,2","0,04","0,12","0,1",3,"0,02",6,31,27,23,"0,09","0,03",,,,
297,LATTE DI CAPRA,100,"86,3",72,301,"3,9","3,9",0,"4,3","4,3",0,"2,82","1,06","1,16","0,1","0,04",0,"0,13",12,"4,7",0,"4,7",0,0,"0,1",141,40,180,106,"0,6","0,05","0,11","0,3",1,"0,07",1,86,86,0,"0,05","0,17",,,,
298,LATTE DI MANDORLE,100,96,25,105,"0,6",0,"0,6","1,5",0,"1,5","0,12","1,05","1,06","0,28","0,01",0,"0,29",0,"2,4","0,7","1,7","0,4",0,"0,1",7,0,25,15,"0,1","0,01","0,01","0,1",0,0,1,0,0,0,"0,69",0,,,,
299,LATTE DI PECORA,100,"82,7",103,431,"5,3","5,3",0,"6,9","6,9",0,"4,54","1,54","1,7","0,18","0,13",0,"0,3",13,"5,2",0,"5,2",0,0,"0,1",180,30,182,96,"0,7","0,06","0,25","0,5",5,"0,08",5,53,53,0,"0,13","0,21",,,,
300,LATTE DI SOIA,100,"89,7",32,134,"2,9",0,"2,9","1,9",0,"1,9","0,21","0,32","0,33","0,73","0,1",0,"0,83",0,"0,8",0,"0,8",0,0,"0,4",13,32,120,47,"0,2","0,06","0,27","0,1",0,"0,07",19,0,0,0,"0,74",0,,,,
301,LATTE DI VACCA CONDENSATO,100,"26,5",327,1368,"8,7","8,7",0,9,9,0,"5,59","2,46","2,91","0,19","0,13",0,"0,32",34,"56,5",0,"56,5",0,0,"0,2",293,130,390,235,1,"0,09","0,43","0,2",3,"0,07",15,108,98,62,"0,17","4,81",,,,
302,LATTE DI VACCA INTERO FRESCO,100,87,61,255,"3,1","3,1",0,"3,4","3,4",0,"2,11","0,93","1,1","0,07","0,05",0,"0,12",14,"4,8",0,"4,8",0,0,"0,1",119,50,150,93,"0,4","0,04","0,18","0,1",1,"0,06",6,43,40,20,"0,08","0,03",,,,
303,LATTE DI VACCA INTERO UHT,100,87,61,255,"3,2","3,2",0,"3,4","3,4",0,"2,11","0,93","1,1","0,07","0,05",0,"0,12",14,"4,7",0,"4,7",0,0,"0,3",114,47,150,88,"0,4","0,05","0,19","0,1",0,"0,04",1,40,36,24,"0,06","0,03",,,,
304,LATTE DI VACCA INTERO VITAMINIZZATO,100,88,58,243,"3,1","3,1",0,3,3,0,"1,86","0,82","0,97","0,06","0,04",0,"0,11",14,5,0,5,0,0,0,110,50,136,90,"0,4","0,1","0,15",1,1,"0,06",6,48,42,36,2,"0,85",,,,
305,LATTE DI VACCA INTERO IN POLVERE,100,"3,2",484,2025,"25,7","25,7",0,"24,9","24,9",0,"15,45","6,81","8,06","0,51","0,37",0,"0,88",109,42,0,42,0,0,"0,7",1050,440,1270,728,"3,2","0,24","1,31","0,7",4,"0,48",46,318,290,170,"0,61","0,24",,,,
306,LATTE DI VACCA PARZIALMENTE SCREMATO,100,"88,5",49,205,"3,5","3,5",0,"1,8","1,8",0,"0,89","0,43","0,47","0,05","0,03",0,"0,08",7,5,0,5,0,0,"0,1",120,46,170,94,"0,5","0,04","0,18","0,1",1,"0,06",6,21,19,10,"0,03","0,01",,,,
307,LATTE DI VACCA PARZIALMENTE SCREMATO UHT,100,"88,5",49,205,"3,6","3,6",0,"1,8","1,8",0,"0,89","0,43","0,47","0,05","0,03",0,"0,08",7,"4,9",0,"4,9",0,0,"0,2",110,42,170,89,"0,5","0,04","0,18","0,1",0,"0,06",2,21,18,15,"0,03","0,01",,,,
308,LATTE DI VACCA PARZIALMENTE SCREMATO VITAMINIZZATO,100,90,45,188,"3,1","3,1",0,"1,5","1,5",0,"0,74","0,36","0,39","0,04","0,02",0,"0,07",6,5,0,5,0,0,"0,1",110,46,170,90,"0,5","0,1","0,15",1,1,"0,06",6,48,42,36,2,"0,85",,,,
309,LATTE DI VACCA PARZIALMENTE SCREMATO IN POLVERE,100,"4,2",418,1749,"28,8","28,8",0,"12,7","12,7",0,"6,28","3,03","3,32","0,35","0,21",0,"0,56",66,"50,2",0,"50,2",0,0,"0,7",1124,495,1430,879,"3,6","0,32","1,8","0,8",6,"0,54",49,164,149,87,"0,31","0,12",,,,
310,LATTE DI VACCA SCREMATO,100,"90,5",36,151,"3,6","3,6",0,"0,2","0,2",0,"0,14","0,04","0,05","0,01",0,0,"0,01",2,"5,3",0,"5,3",0,0,"0,1",122,52,150,97,"0,4","0,04","0,18","0,1",1,"0,06",5,0,0,0,0,0,,,,
311,LATTE DI VACCA SCREMATO IN POLVERE,100,5,351,1469,"33,1","33,1",0,"0,9","0,9",0,"0,63","0,18","0,23","0,05",0,0,"0,05",22,"56,2",0,"56,2",0,0,"0,9",1323,550,1650,1030,4,"0,35","1,8","0,8",6,"0,6",51,9,8,3,"0,01",0,,,,
312,LATTE DI VACCA SCREMATO UHT,100,"90,5",36,151,"3,7","3,7",0,"0,2","0,2",0,"0,14","0,04","0,05","0,01",0,0,"0,01",2,"5,2",0,"5,2",0,0,"0,2",112,49,150,92,"0,4","0,04","0,18","0,1",0,"0,05",1,0,0,0,0,0,,,,
313,LATTE EVAPORATO,100,"69,1",151,632,"8,4","8,4",0,"9,4","9,4",0,"5,83","2,57","3,04","0,19","0,14",0,"0,33",34,"8,5",0,"8,5",0,0,"0,3",290,180,360,260,"0,9","0,07","0,42","0,2",1,"0,07",11,122,105,100,"0,19","0,09",,,,
314,LATTERIA,100,"25,4",450,1883,"30,7","30,7",0,"36,4","36,4",0,"22,59","9,96","11,78","0,75","0,54",0,"1,29",100,0,0,0,0,0,"0,3",1057,670,99,610,"2,3","0,03","0,68","0,4",0,"0,11",12,327,294,203,"0,58","0,25",,,,
315,LATTERINO,100,"73,2",145,607,"14,6","14,6",0,"9,6","9,6",0,"2,18","1,47","2,56","0,13",0,"3,65","3,78",60,0,0,0,0,0,0,888,120,360,350,1,0,"0,22","6,7",0,"0,39",4,113,113,0,"0,29",11,,,,
316,LATTUGA,80,"94,3",19,79,"1,8",0,"1,8","0,4",0,"0,4","0,05","0,01","0,01","0,06","0,15",0,"0,21",0,"2,2",0,"2,2","1,5",0,"0,8",45,9,240,31,"0,2","0,05","0,18","0,7",6,"0,05",64,229,0,1374,"0,66",0,,,,
317,LENTICCHIE SECCHE,100,"11,6",325,1360,25,0,25,"2,5",0,"2,5","0,34","0,42","0,42","0,91","0,26",0,"1,17",0,54,"51,6","2,4","13,7",0,"5,1",127,8,980,347,"3,3","0,57","0,2","1,8",3,"0,93",110,10,0,60,"0,52",0,,,,
318,LENTICCHIE IN SCATOLA,100,80,61,255,5,0,5,"0,4",0,"0,4","0,05","0,07","0,07","0,15","0,04",0,"0,19",0,"10,7","9,6","1,1","5,3",0,"1,2",19,399,208,77,"0,5","0,11","0,04","0,4",0,"0,17",18,3,0,20,"0,19",0,,,,
319,LEPRE,80,70,121,506,"22,8","22,8",0,"3,2","3,2",0,"0,95","0,74","0,87","0,5","0,12",0,"0,62",81,0,0,0,0,0,"6,2",64,213,64,226,"3,6","0,09","0,06","6,5",0,"0,3",5,0,0,0,"0,13",0,,,,
320,LIEVITO DI BIRRA,100,71,56,234,"12,1",0,0,"0,4",0,0,"0,05","0,1","0,22",0,0,0,0,0,"1,1",0,"1,1","6,9",0,"4,9",13,16,610,394,"2,6","0,71","1,65","11,2",0,"0,6",1250,0,0,0,0,0,,,,
321,LIME,65,86,38,159,"0,7",0,"0,7","0,3",0,"0,3","0,03","0,02","0,03","0,05","0,03",0,"0,08",0,"8,8",0,"8,8","3,3",0,0,60,3,177,25,"0,1","0,06","0,03","0,5",11,"0,12",12,40,0,240,"0,29",0,,,,
322,LIMONE,64,"89,5",11,46,"0,6",0,"0,6",0,0,0,0,0,0,0,0,0,0,0,"2,3",0,"2,3","5,2",0,"0,1",14,2,140,11,"0,1","0,04","0,01","0,3",50,"0,08",11,0,0,0,"0,19",0,,,,
323,SEMI DI LINO,100,"6,1",373,1561,"24,5",0,"24,5",31,0,31,3,0,"5,3","4,1","17,1",0,"21,2",0,0,0,0,"34,8",0,"8,2",198,60,725,660,"7,8","0,17","0,16","1,4",0,0,60,0,0,0,"0,7",0,,,,
324,LIQUIRIZIA,100,"8,4",349,1460,"3,7",0,"3,7","5,2",0,"5,2","3,6","1,2","1,2","0,1","0,1",0,"0,2",0,"76,7","9,4","62,4",2,0,"7,3",170,57,600,44,"0,5",0,0,0,0,0,0,0,0,0,0,0,,,,
325,LIQUORI,100,"40,8",313,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,"28,2",0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
326,LUCCIO,56,79,80,335,"18,7","18,7",0,"0,6","0,6",0,"0,1","0,07","0,14","0,03","0,02","0,13","0,18",34,0,0,0,0,0,"1,1",20,63,250,220,"1,1","0,09","0,07","1,7",4,"0,12",15,0,0,0,"0,17","10,6",,,,
327,LUMACA,24,"82,8",98,410,"12,9","12,9",0,"1,7","1,7",0,"0,13","0,03","0,12","0,02",0,"0,08","0,1",65,"7,8",0,0,0,0,5,57,206,347,141,"1,6","0,03","0,11","1,1",0,"0,34",6,60,60,0,"0,13","1,1",,,,
328,LUMACHE DI MARE,24,66,137,573,"23,8","23,8",0,"0,4","0,4",0,"0,03","0,01","0,03",0,0,"0,02","0,02",65,"7,8",0,0,0,0,5,57,206,347,141,"1,6","0,03","0,11","1,1",4,"0,34",6,26,26,0,"0,13",0,,,,
329,LUPINI,76,69,114,477,"16,4",0,"16,4","2,4",0,"2,4","0,28","0,88","0,97","0,49","0,11",0,"0,6",0,"7,2","6,7","0,5","4,8",0,"5,5",45,5,351,100,"1,6","0,1","0,01","0,2",2,"0,12",123,9,0,54,0,0,,,,
330,MACEDONIA DI FRUTTA,100,"81,8",57,238,"0,4",0,"0,4",0,0,0,0,0,0,0,0,0,0,0,"14,8",0,"14,8",1,0,"0,3",5,3,95,9,"0,1","0,02","0,01","0,4",4,"0,03",5,9,0,54,0,0,,,,
331,MAGGIORANA,100,"7,6",271,1134,"12,7",0,"12,7",7,0,7,"1,17","2,54","2,61","1,02","0,07","0,01","1,1",0,"42,5",0,"42,5","18,1",0,"82,7",1990,77,1520,310,"3,6","0,29","0,32","4,1",0,0,0,807,0,4840,"9,15",0,,,,
332,MAIONESE,100,"15,1",655,2741,"4,2","4,2",0,70,"4,8","65,2","8,82","23,22","23,7","33,07","0,24","0,04","33,35",70,"2,2",0,"2,2",0,0,"0,5",18,450,16,28,"0,5","0,02","0,04",0,0,"0,01",4,103,86,100,"18,99","0,3",,,,
333,MAIS,100,"12,5",355,1485,"9,2",0,"9,2","3,8",0,"3,8","0,48","0,87","0,87","1,42","0,25",0,"1,67",0,"75,8","73,3","2,5","2,9",0,"2,4",15,35,287,256,"2,2","0,36","0,2","1,5",0,"0,62",0,62,0,372,"0,75",0,,,,
334,MAIS IN SCATOLA,82,"72,3",122,510,"2,9",0,"2,9","1,2",0,"1,2","0,15","0,27","0,27","0,45","0,08",0,"0,53",0,"26,6","16,6","9,6","3,9",0,"0,5",4,270,220,79,"0,5","0,04","0,06","1,5",1,"0,13",8,18,0,110,"0,46",0,,,,
335,MANDARANCI e CLEMENTINE,87,"85,3",53,222,"0,8",0,"0,8","0,2",0,"0,2","0,02","0,03","0,04","0,03","0,01",0,"0,04",0,"12,8",0,"12,8","2,2",0,"0,3",30,2,160,19,"0,1","0,08","0,07","0,3",37,"0,07",33,25,0,150,"0,24",0,,,,
336,CLEMENTINE,87,"85,3",53,222,"0,8",0,"0,8","0,2",0,"0,2","0,02","0,03","0,04","0,03","0,01",0,"0,04",0,"12,8",0,"12,8","2,2",0,"0,3",30,2,160,19,"0,1","0,08","0,07","0,3",37,"0,07",33,25,0,150,"0,24",0,,,,
